The shop was closed five minutes ago ,Dokkaan koona dagiigatak naharat alfime,,,,
The agony of his pain drove him ,mad Abe madarratih qansari kaa qayyaawiseh,,,,
The mother watched with agony her sick child ,Ina teetik biyaakita saldi gamoomut / cisabboowut wagitte,,,,
I agonized over the answer to the question, Anu essero gacsat cisabboowe,,,,
I was faced with an agonizing choice ,Hawwaanat le doorit yoo yibbixe,,,,
My father agrees that I go,Yi-abba anu gexaamat bice,,,,
He agreed to give help to his sister ,Usuk isi maqanxah cato abam oggoleh,,,,
Their reports don’t agree with each other ,Baahen xaagi titta gee cineh,,,,
My sister is an agreeable person, Yi maqanxa meqellat le sahdayto,,,,
We spent an agreeable evening there ,Nanu sahha le kassoyna wokkel abne,,,,
An agreement was reached by both parties ,Namma qaxoh fanat tittingey yekke,,,,
The first group broke the agreement they made with the others ,Naharsi horti gersi horta luk abeh suge tittingey makeh,,,,
His application for a job was made to the department of agriculture ,Taamah esseroh qariida usuk buqre caagiidah biirol xayyoose,,,,
Agricultural land here is poor ,Akkel tan buqre baaxo fayda mali,,,,
Efforts are being made to care for Afar agropastoralists ,Buqrek dacarsittoh Qafar mara loowitaanamih macal abaana,,,,
He is ahead of all the others in his class, Usuk edde yan faslit enna-iyya marak naharat yan,,,,
The pack camels went ahead of the travellers,Yeerren gaali gexentak aakamuk daqaarime,,,,
That is the way ahead ,Woh elle dacaran gita,,,,
He aided me in carrying out my studies ,Baritto abuh usuk yoo cate,,,,
What aid can you give me?, Maa cato yoh abtu duddah?,,,,
AIDS is currently an incurable disease , Eedis akak iyyan biyak ahak duma dayla sinni dalka,,,,
"He has a good aim, he never misses"," Qalaama kaak meqeh, mahoxisa",,,,
What is the aim of this organisation? ,A missoynah hadaf /wadba macay?,,,,
Life without a challenge appears aimless, Carsa sinni mano hadaf maliinot gacta,,,,
The marksman aimed at the target ,Qalaama le num qalaamal qalaamise,,,,
He aimed the gun at me ,Usuk bandug yol yescesse,,,,
The air near the sea is refreshing ,Baddaafal yan silayti xagar maffaafa le,,,,
He filled the balloon with air ,Usuk ufuffu ufuyut yengey,,,,
 The ball went up in the air ,Koqso qaran tewqe,,,,
She has an air of disapproval ,Is raabitsinna qamal le,,,,
Many people travel by air these days ,Axayyu mango mari tayyaarat safara,,,,
We were on the air last night ,Nanu bir raadiyot yabne,,,,
"In summer, it is difficult to live in Djibouti without an air conditioner",Xamcabuufe sinnim Yabuutih addal cagayak raaqaanam,,,,
My son is a pilot in the Air Force ,Yi baxi Qaran Qandel haadise,,,,
They are building another airport outside the town, Magaalak irol nammeyhayto haadbooxa / tayyaarabbooxa xisan,,,,
Don’t leave the door ajar! ,Qaraafa fakimit macabin!,,,,
Is that man akin to you?,Woo num ramad / mare maay koh le?,,,,
"When fire broke out, he raised the alarm ","Gira cararow ugute waqdi, usuk qiyto / deero abe",,,,
The noise caused us alarm,Wexxeqto dallam nel ugusse,,,,
The news alarmed her ,Toobbe xaagi tet wiriggise,,,,
"Alas, it is my last day here! ","Boolew / Caysa, akkel ah yok illacaboh ayrok tanih tan!",,,,
Alcohol is used in some medicines ,Diwak tut alkool yesgellen,,,,
You must be alert when you drive ,Baabur beyta waqdi cubbi litom faxximta,,,,
Alert the police to watch for smugglers ,Madqa desso elle tan duyye makissa kabxaaba wagitoonuh qaskarah garci kal,,,,
Sound the alert! ,Garcikale kaayis!,,,,
Have you an alibi for the time of the robbery? ,Garqo tekke saaqat elle sugteikkeh sumaaqah xayyossam maay lito?,,,,
The alien is required to register with the police ,Beedi qaskar xaqul is yaysixxigem kaak faxximta,,,,
The butterfly alighted on the flower ,Laahinti qobortal obte,,,,
What time did the passenger alight from the plane? ,Gexenti tayyaarak maa saaqatal oobe?,,,,
Is the fire alight Gira ura maay le?,Is the fire alight Gira ura maay le?,,,,
Get the men to align the mats in the tent! ,Labha seenan siraq qarih addal rortal haytay inxica!,,,,
"After he ran into the bank, his wheels were out of alignment ",Gitak gafanat boodek lakal baaburuk ibaytit missat kaak maraaqinna,,,,
These two children are very much alike ,A namma awki nabam titta ceela,,,,
The court made him pay alimony to his divorced wife ,Mackamat cabe barrah mahri kaal teexege,,,,
Is your father alive? ,Kuabba addunyal yanih inna?,,,,
The police want the terrorists alive or dead ,Qaskar nacrur maleela raboonu yanuwwoonu ken faxxah,,,,
The sugar has all been sold ,Sokkar inkih xaamimeh,,,,
We were all against their suggestion ,Nanu inkih oson nel xayyoosen yaabal saduh nen,,,,
The people came all at once ,Sahda tittal luk inkih inki-adda temeete,,,,
The boy was covered all over with spots, Àwkak xagar gubay daga cinsi yekke,,,,
It’s all the same to me whether you come or not ,Atu amaatek raaqe takkem yol inki gide,,,,
It is all right for you to see her, Tet tablem tu mali,,,,
Let’s shout out all together! ,Nanu inkih tittal lih deerisnay inxica!,,,,
The allegation made against her was false ,Teetil xayyoosen hayti deedalak tekke,,,,
Some countries require allegiance to the flag ,Baaxooxak tu isinni bandiirah caddi faxxa,,,,
My mother has an allergy to cats ,Yi-ina dummu kabbak cincinit le,,,,
Are you allergic to penicillin? ,Binsilliin cincinit maay lito?,,,,
This medicine alleviates pain ,A diwa biyak sahhalossa,,,,
The boy went down the alley between the houses, Awki qarwa fanat tan toloylok oobe,,,,
The two leaders entered into an alliance ,Woo namma mirocti qalla / qalliinu haysitte,,,,
The teacher won’t allow the students to chew gum in class ,Kabir darsa faslil miira tacatem midnisa,,,,
We make allowance for children, Urrut cabsu abna / Urrul gabacaboot naalle,,,,
"We made an allowance to the sick man, for the duration of his sickness ",Biyaakita numuh biyak kaa cabam fanah lakqo cato kaah neexege,,,,
Their proposal allured us ,Oson xayyoosen mala nee sangeelisseh,,,,
Your suggestion is alluring ,Ku tummabulih xayyos sangeelis le,,,,
His ally let him down ,Kay qaxiiti kaa makeh,,,,
Our allies will stand by us,Ni qallih mari nee qokolele,,,,
The almighty God spoke through the prophets ,Kaadirrannu le Rabbi nabuwwah aliilik yaabe,,,,
The one to be feared is the Almighty, Akak meysitaanam lem Figu / Yalla,,,,
"I almost went to see the floods, but didn’t", Anu weeqa wagituh gexe xaàxxa-hee immay raaqeh,,,,
"It was almost dark, when I came ",Anu dite ràddah iyyat emeete,,,,
It is obligatory for some people to give alms ,Dakaat taceem sinaamak tul fardiik tan,,,,
Aloes grow in parts of the desert ,Waxxahentah tan baaxooxak tul qadquure taabuke,,,,
He went outside the house alone to pray, Usuk xaaqo abam-gidih dibuk qarik afah yewqe,,,,
He lives alone ,Usuk dabqel dibuk yan,,,,
He built the house alone ,Usuk qari dibuk xise,,,,
We walked along the street,Nanu gitak addat genxe,,,,
I took my friend along ,Anu inni kataysa gabat bee,,,,
The captain brought the ship alongside the quay ,Naakuda markab dikkatat yiqissige,,,,
He keeps himself aloof ,Usuk angalecinitit is yabbixe,,,,
"Due to his aloofness, he has few friends ","Kay angalecinitik gexxaamah, usuk kataysis dago",,,,
The teacher asked me to read the story aloud, Kabir hayyeyoona fàyya-haak akriyem yol essere,,,,
There are 27 letters in the Afar alphabet ,Qafarafih alefbaata labaatanna kee malcina wara takke,,,,
"I wanted to catch the train, but it had already left Meelit"," mataram faxe immay, dumalelle / miqih akah yok gexxeh sugte",,,,
I had already finished this before you came, Atu amaate kal ahak dumalelle / miqih akah gaba kaleh suge,,,,
They helped their brother and me also ,Oson isinni toobokoyta cateenih yoo edde cateenih,,,,
"When I came alongside them, they took me with them on their journey also !",Anu ken gari emeete waqdi isinni luk safarah yoo edde been   ,,,,
 Bring sugar also! ,Sokkar kaadu bah,,,,
The typist altered the letter,Kaatiba gawaab korisse / tibiddile,,,,
There is no alteration in our plans, Abne makko korsa / tabdiil mali,,,,
What alternative do you have? ,Ahak badalih / kalah maca tascasse?,,,,
"Although I am late, please help me!","Ku maganak, anu udurruteh an wayay takkay, yoo cat!",,,,
The atmosphere is rare at a high altitude, Fayiinal silayti qaku le,,,,
What you wrote is altogether wrong ,Atu tuktubem amomillih hoxak tan  ,,,,
This work is altogether bad ,A taama amomillih umah,,,,
This is an altogether bad boy ,A awki amomilllih uma awka,,,,
He always comes on time for work ,Usuk uumman taamah waqlat yamaate,,,,
They visit me always ,Oson inki / uumman yot boositan,,,,
He amassed a lot of wealth,Usuk mango gadda mododise,,,,
He is an amateur photographer ,Usuk nahadah taswir uguseena,,,,
"Bring me a professional, not an amateur!","Nahadeena hinnak, mummaxxig yoh bah!",,,,
His vast knowledge amazed,me Kaak fiddin ixxiga yoo qayyabsisse,,,,
His achievements filled me with amazement, Kay agdabih qayyabsit yoo buule,,,,
From where has this man such amazing knowledge? ,A num ablewaynuh tan / axxulle ixxiga ankek geeh?,,,,
Omar is the new ambassador to Paris ,Qumar Baariisil qusbih safiir yekke,,,,
She wears an amber necklace ,Is fillat karhab bila le,,,,
There is an ambiguity in this sentence, A maxcot namminan yan,,,,
This sentence is ambiguous ,A maxco namminan le,,,,
The eldest son has great ambition ,Narisso baxi kaxxa hambarer le,,,,
The eldest son is very ambitious ,Narisso baxi kaxxa hambarer le,,,,
The ambulance is needed in a hurry, Ambulansi / Wassaak meerraytu sissikuk faxximta,,,,
The enemy ambushed us near the bridge ,Qaduwwi holhol xaqu neh yibbixeh / neh kamiine,,,,
Several people died in the ambush ,Heen garuugut / kamiinit sinaamak mangom rabte,,,,
"The people all said amen to his proposal, and accepted it"," Usuk xayyoose mala sahda inkih “Aamiin” inteh, oggolte",,,,
"All the angels cried “Blessing and honour and glory and power be to Him who sits on the throne, amen!” ","Malayka inkih”Taaqel daffeya Yallah barkatay, massakaxxay, nabna kee qande takkay, Aamiin!” axcuk deeqen",,,,
He is amenable to any sensible suggestion ,Usuk ceelak kaal xayyoosinnaan yaabah meqeh marcaba le,,,,
They departed from each other in an amicable way, Oson meqellatal tittak baxsimen,,,,
There’s not much amiss with his work ,Kay taamat kaxxa qellat mayan,,,,
The soldier’s ammunition was finished ,Qandek dakiira gaba kalteh / Qandek rusas gaba kaleh,,,,
He is suffering from amnesia ,Usuk kassite way biyak le,,,,
The Government declared an amnesty for those handing in illegal weaponse, Madqa sinni silac gacisa marah Doolat qafu mudd,,,,
Amoebic dysentery is caused by taking in bacteria by mouth,Amiiba bagi gexo beeka lem afah xagaanamak tamaate,,,,
He hid the book among the clothes ,Buuk sari fanat yooqore,,,,
They divided the money among themselves ,Oson lakqo isinni fanal kuren,,,,
Give them the same amount each! ,Keenik kulli numuh inki gide acuy!,,,,
They both had the same amount of marks in the test, Ken nammay aqayyaareh ixximal inki gide bahte,,,,
His behaviour amounts to serious professional misconduct, Kay gexgexit fardiik mumaxxigle gexsitumaaneh bisuh loowima,,,,
There is ample room for the two of you ,Sin nammayak fuli arac yan ,,,,
2000 FD (Djibouti francs) will be ample for me ,Yabuutil namma alfi faranka anu faxaamak fula le,,,,
This room amplifies the sound ,A goli xongolo gìffa-haa,,,,
The doctor had to amputate the soldier’s foot ,Cakiim qaskariitak mayintu yargiqem raq luk mananna,,,,
Some of the soldiers who return from the fighting have amputations,Qeebik aduurinnaan qandek tu miili garuq aallele,,,,
There are some who say that amulets help sickness ,Gaaxoyti biyaakak meqeh iyya mari yan,,,,
Go and amuse the children for me! ,"Gexay, urru yoh digiris!",,,,
What kind of amusement do you like? ,Waqla ruubuh maca abtam kicinto?,,,,
That is an amusing story ,Woh furkucat le hayyeyoona,,,,
They gave him an anaesthetic before the operation ,Xagar kaak qanxisaanamak naharal cissicabis kaah heen,,,,
They anaesthetized his gums before removing the broken tooth,Tiddigile moddina kalaanamak duma raqid cissi kaak cabsiisen,,,,
The two statements are not analogous ,Woo namma maxco celceelo mali,,,,
There is an analogy between those two ,Woo nammayih fanat celceelo tan,,,,
He analysed the tap water,Usuk bambok tamaate lee tacliil abeh,,,,
The analysis made of that water showed an excess of minerals ,Woo leet aben tacliil maqaadinik fula lem tescesse,,,,
The analyst is examining a sample of the water ,Tacliilise leek rike agaarada,,,,
There was anarchy among the students, Darsah addal fawdat suge,,,,
That man is anathema to me,Woo num yol qigdi,,,,
Anatomy concerns the structure of the body ,Xagar gino qilmi xagarak xisne elle taninna yascasse,,,,
My ancestors come from the Middle East ,Yi raddi Fanti Maacak yan,,,,
We dropped anchor in the bay,Gobbatat boroysi qidne,,,,
We studied ancient history,Nanu akaakayyi aydaada baritne,,,,
He went and called them ,"Usuk gexeh, keenih seece",,,,
"He brought bread, fish, meat, rice and so on Usuk gaqamboy","kullumuy, cadoy, ruddi kee tonna tonnah tanim baahe",,,,
Angels serve God, Malaykoota Yallah takdume,,,,
I am afraid of his anger ,Kay naqabuk meysita,,,,
Why are you angry?,Naqabu akah litom macay?,,,,
The mother became very angry because of the way her child was treated, Tet baxak abeenimik gexxaamah ina kaxxam temneeqebeh,,,,
I feel angry ,Anu naqabu liyo,,,,
Our house is at the angle of the road ,Ni qari gitak gonat raaqa,,,,
The angle of the shadow from the pole shows it is time to go to school ,Qamiddi silaaloh ankalaalab iskoolah edde culan wakti yascasse,,,,
I take a different angle from him, Anu kaak baxsa le tummabul liyo,,,,
He suffers anguish when his mother is absent, Inah ane wayti hammi / cisab kaal takke,,,,
We found her suffering pain in anguish ,Nanu biyak qansaruh kikkaaqat tet geyne,,,,
He uttered an anguished cry ,Usuk nadaama le boogeh weeqe,,,,
That house is angular ,Woo qari gonaani le ,,,,
He has an angular frame ,Usuk qakaabayinan le xagar le,,,,
God gave Adam authority over the animals ,Yalli Adamah bahayimik abbowtan yece,,,,
Animism is ignorance of God ,Yallak kalihimih aqabaade Yallih aaxige wayti,,,,
The news animated my aunt ,Xaagi yi-annak fooca cadìgga-hee ,,,,
There is animosity between those two clans ,Woo namma xaalah fanat abbatbaxiino tan / qadaawat yan,,,,
She banged her ankle against the metal box ,Is xukcuno / kulcunto isik birti sandugut boodisse,,,,
The bride wore silver anklets ,Qibna fuddak aben girda haysitte,,,,
We annihilated the enemy ,Nanu qaduwwi saabo cabsisne,,,,
Today is the anniversary of independence ,A saaki amobaxxaaqàh liggidi madaarah ayro,,,,
Omar announced his engagement ,Qumar digibih fayxi yeceem yiysixxige,,,,
This announcement took us all by surprise ,A maysaxxaga nel inkih macubaane tekke,,,,
"If you annoy me again, I will beat you"," Nammeytah yoo gadangaddissek, koo aagureyyo",,,,
